0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.108458263684940048e-01 6.575077882707749954e-02 2.492077164579339400e-03 4.738037407532203903e-04 8.469323908029124665e-05 3.414584624597982488e-05
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.361591954452000319e-01 9.045900934052236719e-02 3.593690178109909712e-03 6.407182416855933867e-04 1.177742980409060563e-04 4.756212022284489309e-05
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 1.078087590786384498e+00 9.724403864965402641e-03 3.517884866333290247e-04 5.925637543286634413e-05 1.051195921661623148e-05 4.051640651869803378e-06
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+00 2.846937891014489352e-01 7.085290354822811054e-02 2.979778355030641805e-03 5.334420154419616941e-04 9.188884999052102738e-05 3.562786966882993425e-05
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.000000000000000000e+00 1.754707794488463257e+00 1.370649193440056333e-02 4.930033404672448877e-04 9.575789615547418074e-05 1.729835680497331609e-05 6.697934890733633871e-06
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00 5.784036933459932861e-01 8.551199880849524870e-02 3.186211917385351703e-03 3.900651880264962147e-04 6.532790721995711009e-05 2.563326065414460681e-05
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+00 7.598383932187146028e-01 1.363649905961827370e-02 4.173134753776041911e-04 6.900272158960873157e-05 1.252715361895939122e-05 4.921865662466759623e-06
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.000000000000000000e+00 3.207151200038422800e-01 9.627128178016242099e-02 4.305788049042519675e-03 7.180066346744671526e-04 1.090829668181066765e-04 4.171639153359422725e-05
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.000000000000000000e+00 9.564091326434989160e-01 1.666351173853582862e-02 5.356985584807761984e-04 9.693925105273962011e-05 1.681282330961078863e-05 6.460869793554610340e-06
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.000000000000000000e+00 4.301309329871098042e-01 1.060597224177021597e-01 5.036493529614046588e-03 6.462878059989799612e-04 9.789692617560968846e-05 3.764891602726903489e-05
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+01 7.851555540375279030e-01 5.048254867512601968e-03 1.467600618104220804e-04 2.570862211290393193e-05 3.891816948688659615e-06 1.426308837835068588e-06
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.100000000000000000e+01 1.468944672043034805e+00 9.789132471377935685e-03 4.953456939341507100e-04 6.221572787762881594e-05 6.733026980879313998e-06 1.967977421186305094e-06
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.200000000000000000e+01 1.814732991544905749e+00 5.538855824506271064e-03 1.722381384555677166e-04 2.810088264243403757e-05 5.070288723574656203e-06 1.838033914323936751e-06
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.300000000000000000e+01 1.240530784267982467e+00 5.880523031320662557e-03 1.643905903452744721e-04 2.996418783204498856e-05 5.613617636351924347e-06 2.221484558332017355e-06
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.400000000000000000e+01 1.208548546070365770e+00 7.282385359558690707e-03 2.203120884948773475e-04 3.711681810322601404e-05 6.534696311162282350e-06 2.458697411860701404e-06
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.500000000000000000e+01 8.225525740661095986e-01 1.045683578943513471e-02 3.686959561314289606e-04 6.847823089282631967e-05 1.228086725320848289e-05 4.742612048868734566e-06
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000000e+01 7.659039477155014097e-01 7.941755614886943440e-03 2.375131549571771227e-04 4.559276725735966296e-05 7.506118266818807261e-06 2.884636217435265949e-06
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.700000000000000000e+01 9.055235293252121842e-01 1.401990366878073761e-02 4.601914657912728880e-04 9.079045835809357594e-05 1.520165786789084342e-05 5.725963187532095380e-06
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.800000000000000000e+01 6.767368482477481573e-01 9.913722604637091942e-03 3.278423961801087486e-04 6.664643575004925552e-05 1.135264818921342154e-05 4.408643417223271820e-06
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.900000000000000000e+01 3.034022738398421404e-01 6.609150244056276324e-02 2.341787558055228452e-03 5.022716855494866340e-04 8.732472090304862079e-05 3.433367226740741005e-05
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+01 4.728547777065925661e-01 1.050332793721606706e-01 3.825084406341042274e-03 4.582883478842876210e-04 6.776266754504203609e-05 2.654695458123877816e-05
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.100000000000000000e+01 2.817171789114052416e-01 7.647555147416895682e-02 2.778056889540858609e-03 5.290860651544144252e-04 9.119033151885410249e-05 3.551997790110740440e-05
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.200000000000000000e+01 5.599017667227766948e-01 1.009677435539212131e-01 3.362158283356810745e-03 4.948121510797239995e-04 8.166771917311422483e-05 3.276171721954505297e-05
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.300000000000000000e+01 1.808265104563244519e+00 9.153678058182165844e-03 3.090625183340919326e-04 5.947020852026232762e-05 1.030561118309918721e-05 3.903787402260244564e-06
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.400000000000000000e+01 1.846203584371443329e-01 8.639626182357312834e-02 3.114341337927571847e-03 6.381293526333719135e-04 1.105069899057047452e-04 4.378584339280442209e-05
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.500000000000000000e+01 7.056621104446741954e-01 2.686019328890194152e-03 8.234530822030379743e-05 1.063625512322488986e-05 1.725314484203128925e-06 5.376728464221556328e-07
