1	8	9	16	17	24	25	32	33	40	41	48	49	56	57	64
2	7	10	15	18	23	26	31	34	39	42	47	50	55	58	63
3	6	11	14	19	22	27	30	35	38	43	46	51	54	59	62
4	5	12	13	20	21	28	29	36	37	44	45	52	53	60	61
